tweet_id,tweet_text,polarity
1,@Sedhai007 @sarojpkr Dr Manindra Ranjan Baral sir &amp; Dr Saraswoti Upadhyaye madam  are still in Practice in their 80… https://t.co/AbYVAc3aTe,positive
2,@whovianpbt Saraswoti bhagwan because I knew none. 😀,negative
